provider_id,doc_comm_bad,doc_com_ok,doc_com_good,help_timingbad,help_timing_ok,help_timing_good,pain_ctrl_bad,pain_ctrl_ok,pain_ctrl_good,quiet_no,quiet_usu,quiet_always,recovery_info_yes,recovery_info_no,rating_low,rating_mid,rating_high,recommend_no,recommend_ok,recommend_y,num_surveys,survey_response_rate
10034,0.02,0.10,0.88,0.08,0.21,0.71,0.09,0.23,0.68,0.07,0.23,0.70,0.77,0.23,0.06,0.19,0.75,0.03,0.27,0.70,300 or more,0.31
10035,0.03,0.12,0.85,0.10,0.23,0.67,0.06,0.20,0.74,0.07,0.24,0.69,0.84,0.16,0.08,0.19,0.73,0.05,0.25,0.70,300 or more,0.40
10036,0.03,0.12,0.85,0.10,0.26,0.64,0.05,0.25,0.70,0.06,0.28,0.66,0.85,0.15,0.09,0.23,0.68,0.06,0.26,0.68,300 or more,0.27
10038,0.07,0.14,0.79,0.25,0.24,0.51,0.13,0.22,0.65,0.08,0.26,0.66,0.79,0.21,0.15,0.24,0.61,0.10,0.24,0.66,300 or more,0.27
10039,0.03,0.16,0.81,0.10,0.29,0.61,0.06,0.24,0.70,0.06,0.30,0.64,0.85,0.15,0.06,0.21,0.73,0.03,0.20,0.77,300 or more,0.31
10040,0.05,0.14,0.81,0.12,0.28,0.60,0.08,0.22,0.70,0.06,0.26,0.68,0.82,0.18,0.08,0.21,0.71,0.05,0.20,0.75,300 or more,0.28
10043,0.03,0.06,0.91,0.02,0.21,0.77,0.05,0.11,0.84,0.02,0.21,0.77,0.85,0.15,0.07,0.24,0.69,0.06,0.26,0.68,Between 100 and 299,0.31
10044,0.02,0.09,0.89,0.07,0.18,0.75,0.04,0.21,0.75,0.00,0.17,0.83,0.76,0.24,0.06,0.18,0.76,0.06,0.25,0.69,Between 100 and 299,0.26
10045,0.00,0.06,0.94,0.06,0.18,0.76,0.02,0.17,0.81,0.02,0.16,0.82,0.86,0.14,0.03,0.16,0.81,0.02,0.16,0.82,300 or more,0.32
10046,0.08,0.15,0.77,0.21,0.26,0.53,0.13,0.26,0.61,0.10,0.26,0.64,0.76,0.24,0.19,0.25,0.56,0.12,0.32,0.56,300 or more,0.27
10047,0.07,0.11,0.82,0.08,0.17,0.75,0.06,0.19,0.75,0.09,0.25,0.66,0.75,0.25,0.08,0.19,0.73,0.06,0.27,0.67,Between 100 and 299,0.36
10049,0.01,0.12,0.87,0.14,0.23,0.63,0.08,0.19,0.73,0.06,0.26,0.68,0.86,0.14,0.07,0.19,0.74,0.04,0.26,0.70,300 or more,0.30
10050,0.04,0.09,0.87,0.06,0.20,0.74,0.04,0.21,0.75,0.03,0.20,0.77,0.80,0.20,0.06,0.22,0.72,0.06,0.20,0.74,Between 100 and 299,0.34
10051,0.02,0.05,0.93,0.10,0.12,0.78,0.09,0.15,0.76,0.06,0.16,0.78,0.73,0.27,0.03,0.29,0.68,0.02,0.40,0.58,Fewer than 100,0.28
10052,0.03,0.11,0.86,0.14,0.16,0.70,0.10,0.20,0.70,0.06,0.21,0.73,0.82,0.18,0.08,0.26,0.66,0.06,0.30,0.64,Between 100 and 299,0.36
10054,0.03,0.11,0.86,0.12,0.22,0.66,0.06,0.21,0.73,0.07,0.24,0.69,0.81,0.19,0.08,0.21,0.71,0.06,0.23,0.71,300 or more,0.29
10055,0.02,0.13,0.85,0.09,0.25,0.66,0.03,0.18,0.79,0.05,0.24,0.71,0.86,0.14,0.06,0.15,0.79,0.03,0.14,0.83,300 or more,0.34
10056,0.02,0.13,0.85,0.10,0.28,0.62,0.04,0.24,0.72,0.06,0.25,0.69,0.83,0.17,0.06,0.17,0.77,0.03,0.15,0.82,300 or more,0.32
10058,0.01,0.02,0.97,0.03,0.12,0.85,0.03,0.20,0.77,0.06,0.13,0.81,0.83,0.17,0.01,0.12,0.87,0.00,0.10,0.90,Fewer than 100,0.32
10059,0.01,0.06,0.93,0.10,0.20,0.70,0.06,0.20,0.74,0.06,0.32,0.62,0.86,0.14,0.06,0.25,0.69,0.01,0.29,0.70,Between 100 and 299,0.28
10061,0.03,0.08,0.89,0.10,0.20,0.70,0.07,0.23,0.70,0.08,0.20,0.72,0.81,0.19,0.08,0.25,0.67,0.04,0.36,0.60,300 or more,0.35
10062,0.04,0.13,0.83,0.19,0.27,0.54,0.13,0.19,0.68,0.17,0.28,0.55,0.80,0.20,0.10,0.36,0.54,0.09,0.32,0.59,Between 100 and 299,0.29
10065,0.02,0.11,0.87,0.07,0.21,0.72,0.04,0.19,0.77,0.03,0.22,0.75,0.86,0.14,0.05,0.15,0.80,0.02,0.20,0.78,300 or more,0.41
10066,0.02,0.07,0.91,0.05,0.09,0.86,0.10,0.14,0.76,0.06,0.20,0.74,0.82,0.18,0.03,0.26,0.71,0.00,0.34,0.66,Fewer than 100,0.29
10069,0.05,0.11,0.84,0.12,0.23,0.65,0.10,0.18,0.72,0.05,0.20,0.75,0.84,0.16,0.10,0.29,0.61,0.08,0.33,0.59,Between 100 and 299,0.36
10073,0.00,0.05,0.95,0.08,0.21,0.71,0.08,0.21,0.71,0.04,0.27,0.69,0.83,0.17,0.05,0.18,0.77,0.04,0.26,0.70,Between 100 and 299,0.34
10078,0.05,0.13,0.82,0.16,0.24,0.60,0.10,0.21,0.69,0.08,0.25,0.67,0.83,0.17,0.09,0.25,0.66,0.05,0.28,0.67,300 or more,0.34
10079,0.02,0.13,0.85,0.10,0.25,0.65,0.04,0.23,0.73,0.08,0.25,0.67,0.88,0.12,0.08,0.26,0.66,0.05,0.25,0.70,300 or more,0.29
10083,0.04,0.14,0.82,0.10,0.24,0.66,0.08,0.21,0.71,0.08,0.25,0.67,0.84,0.16,0.08,0.23,0.69,0.06,0.28,0.66,300 or more,0.32
10085,0.02,0.13,0.85,0.09,0.26,0.65,0.05,0.20,0.75,0.05,0.26,0.69,0.87,0.13,0.06,0.23,0.71,0.03,0.24,0.73,300 or more,0.32
10086,0.02,0.10,0.88,0.08,0.21,0.71,0.06,0.19,0.75,0.03,0.21,0.76,0.86,0.14,0.06,0.17,0.77,0.05,0.22,0.73,300 or more,0.32
10087,0.05,0.14,0.81,0.13,0.24,0.63,0.09,0.23,0.68,0.08,0.26,0.66,0.82,0.18,0.07,0.22,0.71,0.06,0.21,0.73,300 or more,0.26
10089,0.04,0.13,0.83,0.12,0.25,0.63,0.09,0.20,0.71,0.07,0.27,0.66,0.83,0.17,0.09,0.23,0.68,0.07,0.27,0.66,300 or more,0.30
10090,0.03,0.15,0.82,0.11,0.25,0.64,0.08,0.22,0.70,0.08,0.29,0.63,0.83,0.17,0.08,0.20,0.72,0.04,0.19,0.77,300 or more,0.31
10091,0.02,0.08,0.90,0.15,0.18,0.67,0.14,0.18,0.68,0.11,0.19,0.70,0.77,0.23,0.12,0.30,0.58,0.05,0.35,0.60,300 or more,0.31
10092,0.04,0.14,0.82,0.12,0.22,0.66,0.06,0.22,0.72,0.08,0.23,0.69,0.82,0.18,0.07,0.21,0.72,0.04,0.23,0.73,300 or more,0.22
10095,0.09,0.11,0.80,0.06,0.15,0.79,0.13,0.13,0.74,0.08,0.12,0.80,0.84,0.16,0.08,0.22,0.70,0.08,0.26,0.66,Fewer than 100,0.28
10097,0.02,0.08,0.90,0.05,0.13,0.82,0.08,0.19,0.73,0.01,0.21,0.78,0.83,0.17,0.04,0.18,0.78,0.03,0.27,0.70,Between 100 and 299,0.31
10099,0.01,0.10,0.89,0.07,0.17,0.76,0.08,0.17,0.75,0.07,0.21,0.72,0.80,0.20,0.06,0.22,0.72,0.06,0.31,0.63,300 or more,0.31
10100,0.02,0.13,0.85,0.07,0.26,0.67,0.06,0.24,0.70,0.03,0.23,0.74,0.86,0.14,0.06,0.15,0.79,0.03,0.16,0.81,300 or more,0.40
10101,0.05,0.12,0.83,0.16,0.20,0.64,0.12,0.22,0.66,0.08,0.27,0.65,0.86,0.14,0.09,0.25,0.66,0.08,0.30,0.62,300 or more,0.26
10102,0.01,0.09,0.90,0.05,0.17,0.78,0.13,0.26,0.61,0.03,0.18,0.79,0.63,0.37,0.09,0.30,0.61,0.04,0.28,0.68,Fewer than 100,0.32
10103,0.02,0.11,0.87,0.14,0.19,0.67,0.10,0.18,0.72,0.06,0.24,0.70,0.84,0.16,0.06,0.18,0.76,0.05,0.18,0.77,300 or more,0.34
10104,0.02,0.14,0.84,0.09,0.24,0.67,0.05,0.20,0.75,0.05,0.24,0.71,0.86,0.14,0.06,0.17,0.77,0.04,0.16,0.80,300 or more,0.32
10108,0.02,0.10,0.88,0.11,0.22,0.67,0.05,0.20,0.75,0.04,0.22,0.74,0.86,0.14,0.06,0.17,0.77,0.03,0.20,0.77,300 or more,0.35
10109,0.01,0.10,0.89,0.08,0.24,0.68,0.08,0.17,0.75,0.06,0.25,0.69,0.88,0.12,0.10,0.18,0.72,0.08,0.20,0.72,Between 100 and 299,0.18
10110,0.03,0.10,0.87,0.16,0.21,0.63,0.23,0.16,0.61,0.09,0.18,0.73,0.70,0.30,0.12,0.26,0.62,0.13,0.32,0.55,Between 100 and 299,0.32
10112,0.07,0.08,0.85,0.22,0.18,0.60,0.18,0.19,0.63,0.13,0.15,0.72,0.74,0.26,0.10,0.28,0.62,0.11,0.30,0.59,300 or more,0.29
10113,0.02,0.12,0.86,0.11,0.24,0.65,0.07,0.21,0.72,0.07,0.28,0.65,0.84,0.16,0.07,0.19,0.74,0.04,0.20,0.76,300 or more,0.39
10114,0.03,0.13,0.84,0.16,0.24,0.60,0.09,0.22,0.69,0.09,0.25,0.66,0.78,0.22,0.10,0.23,0.67,0.07,0.29,0.64,300 or more,0.37
10118,0.06,0.11,0.83,0.21,0.21,0.58,0.14,0.18,0.68,0.10,0.22,0.68,0.75,0.25,0.11,0.27,0.62,0.12,0.36,0.52,300 or more,0.22
10120,0.03,0.07,0.90,0.09,0.14,0.77,0.06,0.16,0.78,0.07,0.22,0.71,0.80,0.20,0.05,0.17,0.78,0.03,0.25,0.72,Between 100 and 299,0.31
10125,0.07,0.14,0.79,0.12,0.22,0.66,0.09,0.20,0.71,0.06,0.21,0.73,0.78,0.22,0.09,0.29,0.62,0.08,0.32,0.60,300 or more,0.31
10126,0.04,0.13,0.83,0.09,0.18,0.73,0.11,0.22,0.67,0.09,0.26,0.65,0.84,0.16,0.10,0.29,0.61,0.07,0.35,0.58,Between 100 and 299,0.29
10128,0.01,0.07,0.92,0.06,0.15,0.79,0.08,0.14,0.78,0.04,0.21,0.75,0.80,0.20,0.06,0.26,0.68,0.06,0.25,0.69,Between 100 and 299,0.30
10129,0.01,0.12,0.87,0.05,0.22,0.73,0.03,0.21,0.76,0.05,0.22,0.73,0.80,0.20,0.06,0.16,0.78,0.03,0.24,0.73,300 or more,0.33
10130,0.02,0.10,0.88,0.06,0.22,0.72,0.07,0.17,0.76,0.06,0.21,0.73,0.84,0.16,0.06,0.19,0.75,0.04,0.24,0.72,300 or more,0.32
10131,0.02,0.14,0.84,0.10,0.28,0.62,0.07,0.21,0.72,0.06,0.24,0.70,0.84,0.16,0.07,0.17,0.76,0.03,0.19,0.78,300 or more,0.33
10137,0.05,0.11,0.84,0.25,0.19,0.56,0.14,0.19,0.67,0.12,0.24,0.64,0.77,0.23,0.15,0.24,0.61,0.10,0.26,0.64,300 or more,0.38
10138,0.04,0.07,0.89,0.14,0.09,0.77,0.15,0.12,0.73,0.06,0.16,0.78,0.80,0.20,0.08,0.24,0.68,0.10,0.22,0.68,Between 100 and 299,0.36
10139,0.02,0.13,0.85,0.11,0.27,0.62,0.06,0.22,0.72,0.07,0.28,0.65,0.85,0.15,0.08,0.21,0.71,0.05,0.21,0.74,300 or more,0.38
10144,0.02,0.14,0.84,0.13,0.23,0.64,0.08,0.20,0.72,0.06,0.24,0.70,0.86,0.14,0.09,0.20,0.71,0.06,0.19,0.75,300 or more,0.36
10146,0.01,0.12,0.87,0.07,0.23,0.70,0.04,0.24,0.72,0.05,0.25,0.70,0.83,0.17,0.07,0.17,0.76,0.03,0.19,0.78,Between 100 and 299,0.25
10148,0.02,0.09,0.89,0.15,0.19,0.66,0.08,0.19,0.73,0.07,0.19,0.74,0.85,0.15,0.09,0.21,0.70,0.06,0.30,0.64,300 or more,0.32
10149,0.02,0.14,0.84,0.10,0.24,0.66,0.06,0.19,0.75,0.07,0.27,0.66,0.85,0.15,0.07,0.19,0.74,0.03,0.16,0.81,300 or more,0.32
10150,0.04,0.10,0.86,0.12,0.20,0.68,0.08,0.19,0.73,0.03,0.17,0.80,0.85,0.15,0.08,0.21,0.71,0.07,0.24,0.69,Between 100 and 299,0.32
10152,0.05,0.14,0.81,0.16,0.27,0.57,0.12,0.23,0.65,0.06,0.30,0.64,0.82,0.18,0.11,0.21,0.68,0.09,0.24,0.67,300 or more,0.34
10157,0.05,0.15,0.80,0.13,0.26,0.61,0.12,0.24,0.64,0.08,0.22,0.70,0.82,0.18,0.14,0.19,0.67,0.09,0.25,0.66,300 or more,0.23
10158,0.01,0.09,0.90,0.09,0.24,0.67,0.10,0.20,0.70,0.04,0.26,0.70,0.82,0.18,0.08,0.21,0.71,0.05,0.30,0.65,300 or more,0.27
10164,0.03,0.11,0.86,0.15,0.22,0.63,0.10,0.19,0.71,0.06,0.22,0.72,0.86,0.14,0.07,0.22,0.71,0.05,0.27,0.68,300 or more,0.36
10168,0.02,0.12,0.86,0.07,0.22,0.71,0.06,0.20,0.74,0.00,0.16,0.84,0.89,0.11,0.07,0.15,0.78,0.05,0.14,0.81,300 or more,0.56
10169,0.01,0.10,0.89,0.10,0.15,0.75,0.09,0.19,0.72,0.10,0.22,0.68,0.85,0.15,0.07,0.21,0.72,0.06,0.27,0.67,Between 100 and 299,0.30
11300,0.02,0.10,0.88,0.04,0.20,0.76,0.05,0.17,0.78,0.10,0.16,0.74,0.79,0.21,0.03,0.23,0.74,0.04,0.23,0.73,Fewer than 100,0.45
20001,0.04,0.16,0.80,0.07,0.28,0.65,0.06,0.24,0.70,0.14,0.35,0.51,0.86,0.14,0.05,0.26,0.69,0.02,0.20,0.78,300 or more,0.29
20006,0.04,0.16,0.80,0.06,0.30,0.64,0.04,0.25,0.71,0.06,0.33,0.61,0.89,0.11,0.08,0.22,0.70,0.05,0.21,0.74,300 or more,0.36
20008,0.03,0.14,0.83,0.07,0.21,0.72,0.08,0.25,0.67,0.09,0.29,0.62,0.87,0.13,0.05,0.27,0.68,0.03,0.22,0.75,300 or more,0.28
20012,0.04,0.18,0.78,0.07,0.20,0.73,0.05,0.22,0.73,0.09,0.34,0.57,0.88,0.12,0.07,0.23,0.70,0.03,0.22,0.75,300 or more,0.23
20017,0.04,0.18,0.78,0.09,0.28,0.63,0.08,0.24,0.68,0.08,0.31,0.61,0.86,0.14,0.07,0.26,0.67,0.05,0.25,0.70,300 or more,0.41
20018,0.06,0.15,0.79,0.19,0.24,0.57,0.08,0.26,0.66,0.10,0.43,0.47,0.76,0.24,0.21,0.30,0.49,0.08,0.39,0.53,Between 100 and 299,0.11
20024,0.05,0.14,0.81,0.07,0.23,0.70,0.05,0.24,0.71,0.10,0.33,0.57,0.87,0.13,0.06,0.22,0.72,0.03,0.20,0.77,300 or more,0.26
20026,0.05,0.19,0.76,0.10,0.25,0.65,0.08,0.26,0.66,0.14,0.35,0.51,0.84,0.16,0.08,0.30,0.62,0.04,0.28,0.68,300 or more,0.39
20027,0.04,0.11,0.85,0.08,0.22,0.70,0.07,0.26,0.67,0.13,0.30,0.57,0.84,0.16,0.12,0.24,0.64,0.07,0.31,0.62,Between 100 and 299,0.24
21311,0.04,0.13,0.83,0.06,0.21,0.73,0.03,0.26,0.71,0.06,0.23,0.71,0.91,0.09,0.06,0.23,0.71,0.02,0.33,0.65,Between 100 and 299,0.21
21313,0.01,0.14,0.85,0.03,0.24,0.73,0.06,0.18,0.76,0.04,0.27,0.69,0.88,0.12,0.04,0.21,0.75,0.01,0.18,0.81,Between 100 and 299,0.49
30001,0.06,0.16,0.78,0.11,0.27,0.62,0.08,0.22,0.70,0.15,0.32,0.53,0.84,0.16,0.09,0.23,0.68,0.07,0.28,0.65,300 or more,0.29
30002,0.05,0.18,0.77,0.08,0.23,0.69,0.06,0.23,0.71,0.15,0.35,0.50,0.84,0.16,0.07,0.20,0.73,0.04,0.21,0.75,300 or more,0.22
30006,0.04,0.17,0.79,0.10,0.30,0.60,0.06,0.25,0.69,0.16,0.36,0.48,0.87,0.13,0.08,0.25,0.67,0.05,0.22,0.73,300 or more,0.33
30007,0.03,0.15,0.82,0.07,0.25,0.68,0.06,0.22,0.72,0.12,0.27,0.61,0.90,0.10,0.07,0.19,0.74,0.06,0.25,0.69,300 or more,0.35
30010,0.04,0.16,0.80,0.10,0.28,0.62,0.08,0.18,0.74,0.14,0.36,0.50,0.85,0.15,0.08,0.25,0.67,0.06,0.28,0.66,300 or more,0.33
30011,0.04,0.14,0.82,0.10,0.29,0.61,0.09,0.22,0.69,0.17,0.36,0.47,0.83,0.17,0.10,0.18,0.72,0.08,0.24,0.68,300 or more,0.36
30012,0.07,0.18,0.75,0.10,0.28,0.62,0.08,0.27,0.65,0.19,0.35,0.46,0.85,0.15,0.09,0.25,0.66,0.05,0.26,0.69,300 or more,0.38
30013,0.06,0.21,0.73,0.11,0.28,0.61,0.06,0.26,0.68,0.16,0.34,0.50,0.83,0.17,0.10,0.24,0.66,0.06,0.28,0.66,300 or more,0.31
30014,0.06,0.20,0.74,0.13,0.29,0.58,0.07,0.24,0.69,0.18,0.32,0.50,0.83,0.17,0.10,0.22,0.68,0.05,0.23,0.72,300 or more,0.28
30016,0.04,0.18,0.78,0.11,0.31,0.58,0.05,0.25,0.70,0.13,0.35,0.52,0.85,0.15,0.09,0.27,0.64,0.07,0.29,0.64,300 or more,0.36
30022,0.07,0.15,0.78,0.14,0.26,0.60,0.06,0.24,0.70,0.20,0.33,0.47,0.84,0.16,0.11,0.25,0.64,0.06,0.25,0.69,300 or more,0.13
30023,0.06,0.17,0.77,0.12,0.24,0.64,0.07,0.24,0.69,0.14,0.33,0.53,0.84,0.16,0.07,0.23,0.70,0.03,0.26,0.71,300 or more,0.32
30024,0.06,0.18,0.76,0.10,0.28,0.62,0.07,0.23,0.70,0.10,0.31,0.59,0.82,0.18,0.07,0.18,0.75,0.04,0.19,0.77,300 or more,0.23
30030,0.06,0.17,0.77,0.12,0.26,0.62,0.08,0.23,0.69,0.10,0.30,0.60,0.82,0.18,0.09,0.21,0.70,0.07,0.23,0.70,300 or more,0.31
30033,0.04,0.17,0.79,0.07,0.22,0.71,0.07,0.20,0.73,0.11,0.34,0.55,0.87,0.13,0.08,0.20,0.72,0.06,0.25,0.69,300 or more,0.32
30036,0.06,0.19,0.75,0.10,0.28,0.62,0.06,0.24,0.70,0.09,0.30,0.61,0.86,0.14,0.07,0.24,0.69,0.04,0.21,0.75,300 or more,0.27
30037,0.04,0.15,0.81,0.13,0.28,0.59,0.06,0.21,0.73,0.08,0.28,0.64,0.84,0.16,0.10,0.22,0.68,0.08,0.24,0.68,300 or more,0.30
30038,0.08,0.19,0.73,0.06,0.26,0.68,0.07,0.22,0.71,0.21,0.35,0.44,0.81,0.19,0.11,0.20,0.69,0.05,0.18,0.77,300 or more,0.29
30043,0.07,0.20,0.73,0.11,0.27,0.62,0.08,0.21,0.71,0.14,0.35,0.51,0.81,0.19,0.12,0.29,0.59,0.07,0.32,0.61,300 or more,0.29
30055,0.06,0.18,0.76,0.05,0.23,0.72,0.06,0.21,0.73,0.10,0.29,0.61,0.85,0.15,0.07,0.20,0.73,0.04,0.23,0.73,300 or more,0.41
30061,0.06,0.20,0.74,0.05,0.20,0.75,0.06,0.23,0.71,0.13,0.37,0.50,0.86,0.14,0.07,0.22,0.71,0.04,0.21,0.75,300 or more,0.42
30062,0.05,0.18,0.77,0.08,0.24,0.68,0.06,0.27,0.67,0.10,0.32,0.58,0.87,0.13,0.06,0.25,0.69,0.03,0.24,0.73,300 or more,0.27
30064,0.06,0.19,0.75,0.08,0.28,0.64,0.07,0.24,0.69,0.16,0.35,0.49,0.85,0.15,0.07,0.21,0.72,0.04,0.20,0.76,300 or more,0.29
30065,0.05,0.19,0.76,0.12,0.25,0.63,0.05,0.24,0.71,0.13,0.31,0.56,0.86,0.14,0.07,0.22,0.71,0.04,0.21,0.75,300 or more,0.25
30067,0.10,0.15,0.75,0.10,0.18,0.72,0.07,0.21,0.72,0.07,0.37,0.56,0.83,0.17,0.17,0.22,0.61,0.12,0.22,0.66,Between 100 and 299,0.39
30068,0.04,0.17,0.79,0.05,0.26,0.69,0.07,0.22,0.71,0.12,0.37,0.51,0.87,0.13,0.06,0.20,0.74,0.04,0.29,0.67,300 or more,0.38
30069,0.06,0.18,0.76,0.13,0.28,0.59,0.09,0.25,0.66,0.13,0.33,0.54,0.85,0.15,0.14,0.25,0.61,0.09,0.29,0.62,300 or more,0.36
30071,0.10,0.21,0.69,0.16,0.30,0.54,0.07,0.31,0.62,0.15,0.37,0.48,0.77,0.23,0.16,0.28,0.56,0.04,0.48,0.48,Between 100 and 299,0.12
30073,0.05,0.15,0.80,0.08,0.26,0.66,0.05,0.22,0.73,0.13,0.29,0.58,0.82,0.18,0.11,0.24,0.65,0.06,0.33,0.61,300 or more,0.33
30078,0.04,0.19,0.77,0.10,0.25,0.65,0.07,0.22,0.71,0.14,0.36,0.50,0.83,0.17,0.11,0.34,0.55,0.06,0.41,0.53,300 or more,0.34
30083,0.06,0.17,0.77,0.12,0.27,0.61,0.08,0.23,0.69,0.11,0.29,0.60,0.85,0.15,0.10,0.24,0.66,0.08,0.26,0.66,300 or more,0.32
30084,0.10,0.20,0.70,0.17,0.23,0.60,0.10,0.24,0.66,0.19,0.29,0.52,0.75,0.25,0.17,0.35,0.48,0.09,0.55,0.36,Between 100 and 299,0.13
30085,0.04,0.18,0.78,0.08,0.28,0.64,0.06,0.23,0.71,0.13,0.36,0.51,0.88,0.12,0.08,0.22,0.70,0.05,0.22,0.73,300 or more,0.30
30087,0.06,0.20,0.74,0.10,0.25,0.65,0.08,0.23,0.69,0.13,0.38,0.49,0.77,0.23,0.07,0.21,0.72,0.03,0.20,0.77,300 or more,0.35
30088,0.07,0.21,0.72,0.09,0.28,0.63,0.07,0.23,0.70,0.13,0.37,0.50,0.85,0.15,0.08,0.20,0.72,0.05,0.19,0.76,300 or more,0.35
30089,0.08,0.18,0.74,0.13,0.28,0.59,0.07,0.24,0.69,0.12,0.32,0.56,0.84,0.16,0.08,0.21,0.71,0.05,0.19,0.76,300 or more,0.24
30092,0.06,0.22,0.72,0.12,0.29,0.59,0.06,0.25,0.69,0.14,0.33,0.53,0.85,0.15,0.08,0.25,0.67,0.06,0.21,0.73,300 or more,0.27
30093,0.06,0.22,0.72,0.10,0.26,0.64,0.07,0.26,0.67,0.15,0.35,0.50,0.86,0.14,0.08,0.23,0.69,0.05,0.21,0.74,300 or more,0.37
30094,0.04,0.18,0.78,0.08,0.25,0.67,0.06,0.22,0.72,0.12,0.34,0.54,0.86,0.14,0.08,0.23,0.69,0.07,0.23,0.70,300 or more,0.35
30100,0.05,0.18,0.77,0.06,0.23,0.71,0.07,0.22,0.71,0.09,0.28,0.63,0.87,0.13,0.06,0.18,0.76,0.04,0.18,0.78,300 or more,0.43
30101,0.09,0.18,0.73,0.11,0.23,0.66,0.08,0.21,0.71,0.12,0.30,0.58,0.78,0.22,0.11,0.25,0.64,0.08,0.27,0.65,300 or more,0.30
30103,0.02,0.16,0.82,0.03,0.20,0.77,0.06,0.23,0.71,0.06,0.30,0.64,0.90,0.10,0.05,0.11,0.84,0.03,0.13,0.84,300 or more,0.41
30105,0.07,0.18,0.75,0.09,0.25,0.66,0.06,0.25,0.69,0.15,0.37,0.48,0.85,0.15,0.05,0.15,0.80,0.02,0.16,0.82,300 or more,0.39
30107,0.04,0.13,0.83,0.04,0.16,0.80,0.06,0.19,0.75,0.07,0.28,0.65,0.93,0.07,0.04,0.16,0.80,0.03,0.12,0.85,300 or more,0.66
