provider_id,provider_name,provider_street_address,provider_city,provider_state,provider_zip_code,hrr,total_discharges,count_drgs,average_covered_charges,average_total_payments,latitude,longitude
500011,HIGHLINE MEDICAL CENTER,16251 SYLVESTER ROAD SW,BURIEN,WA,98166,WA - Seattle,1530,,36356.1458976604,10297.7677985094,47.457569,-122.343147
500088,VALLEY MEDICAL CENTER,400 S 43RD ST,RENTON,WA,98055,WA - Seattle,3620,,35067.6076720482,11085.5020572892,47.4424296,-122.2139217
500148,WENATCHEE VALLEY HOSPITAL,820 NORTH CHELAN STREET,WENATCHEE,WA,98801,WA - Spokane,101,,16575.9748783333,7730.986971,47.432817,-120.321996
240040,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,750 EAST 34TH ST,HIBBING,MN,55746,MN - Minneapolis,836,,14301.5710091613,6633.8033466452,47.411141,-92.9319815
500016,CENTRAL WASHINGTON HOSPITAL,1201 SOUTH MILLER STREET,WENATCHEE,WA,98807,WA - Spokane,2667,,26811.6645927721,11179.3218369114,47.407706,-120.324288
500151,ST ANTHONY HOSPITAL,11567 CANTERWOOD BOULEVARD NW,GIG HARBOR,WA,98332,WA - Tacoma,1598,,36924.6047592453,9616.3525716981,47.363729,-122.613535
500015,AUBURN REGIONAL MEDICAL CENTER,202 N DIVISION STREET PLAZA ONE,AUBURN,WA,98001,WA - Seattle,1474,,34642.2184127778,9385.1451750741,47.3394747,-122.2667661
500141,ST FRANCIS COMMUNITY HOSPITAL,34515 9TH AVENUE SOUTH,FEDERAL WAY,WA,98003,WA - Seattle,2225,,39538.178221791,9660.0993407761,47.2925173,-122.3272917
200052,NORTHERN MAINE MEDICAL CENTER,194 E MAIN STREET,FORT KENT,ME,4743,ME - Bangor,372,,13934.3731010952,9448.6596894286,47.2682801,-68.5914152
500129,TACOMA GENERAL ALLENMORE HOSPITAL,315 S MLK JR WAY,TACOMA,WA,98415,WA - Tacoma,4044,,48949.0866313483,12248.9833129551,47.259796,-122.452427
500108,ST JOSEPH MEDICAL CENTER,1717 SOUTH J STREET,TACOMA,WA,98405,WA - Tacoma,4195,,52320.2988017582,11089.4174476374,47.246705,-122.44841
240064,GRAND ITASCA CLINIC AND HOSPITAL,1601 GOLF COURSE ROAD,GRAND RAPIDS,MN,55744,MN - Minneapolis,479,,12976.79580412,7249.21302088,47.2210898,-93.5524423
500079,MULTICARE GOOD SAMARITAN HOSPITAL,401 15TH AVENUE SE,PUYALLUP,WA,98372,WA - Tacoma,3985,,52196.6455630864,10619.6567787407,47.1774187,-122.2894309
500021,SAINT CLARE HOSPITAL,11315 BRIDGEPORT WAY S W,LAKEWOOD,WA,98499,WA - Tacoma,2286,,37156.366956,7995.3897947385,47.155021,-122.502177
230108,PORTAGE HEALTH HOSPITAL,500 CAMPUS DRIVE,HANCOCK,MI,49930,MI - Marquette,251,,13738.1913485,9190.7338669286,47.141302,-88.5858028
500033,SAMARITAN HOSPITAL,801 EAST WHEELER ROAD,MOSES LAKE,WA,98837,WA - Spokane,448,,14309.9060166364,8025.458968,47.128666,-119.265239
500024,PROVIDENCE ST PETER HOSPITAL,413 LILLY ROAD NE,OLYMPIA,WA,98506,WA - Olympia,4440,,44397.5247664045,10706.1955128876,47.052857,-122.84707
500139,CAPITAL MEDICAL CENTER,3900 CAPITAL MALL DR SW,OLYMPIA,WA,98502,WA - Olympia,710,,35076.40777,8680.4041242333,47.0398214,-122.9345791
500031,GRAYS HARBOR COMMUNITY HOSPITAL,915 ANDERSON DRIVE,ABERDEEN,WA,98520,WA - Seattle,1778,,25956.8708032692,9281.2587362115,46.9792794,-123.8469526
350011,SANFORD MEDICAL CENTER FARGO,801 BROADWAY NORTH,FARGO,ND,58122,ND - Fargo/Moorhead MN,5586,,23027.1316102128,10133.7162675957,46.884957,-96.78609
200031,CARY MEDICAL CENTER,"163 VAN BUREN RD, SUITE 1",CARIBOU,ME,4736,ME - Bangor,655,,13600.5436349643,6834.9730739286,46.879307,-68.003565
270014,ST PATRICK HOSPITAL,500 W BROADWAY,MISSOULA,MT,59806,MT - Missoula,2048,,25859.6415595082,9178.005541459,46.875725,-113.999943
270023,COMMUNITY MEDICAL CENTER INC,2827 FORT MISSOULA RD,MISSOULA,MT,59804,MT - Missoula,572,,24589.9849147826,11269.0998403913,46.846908,-114.0464
350070,ESSENTIA HEALTH-FARGO,3000 32ND AVE SOUTH,FARGO,ND,58104,ND - Fargo/Moorhead MN,1647,,22133.7210637097,9087.5414151936,46.831567,-96.828056
240101,ESSENTIA HEALTH ST MARYS,1027 WASHINGTON AVE,DETROIT LAKES,MN,56501,ND - Fargo/Moorhead MN,332,,17640.133427375,8988.031526125,46.8148081,-95.8454899
350015,MEDCENTER ONE,300 N 7TH ST,BISMARCK,ND,58506,ND - Bismarck,1878,,17422.4603460323,10365.2947527097,46.807977,-100.782289
350002,ST ALEXIUS MEDICAL CENTER,900 E BROADWAY,BISMARCK,ND,58501,ND - Bismarck,2245,,22699.4575436167,9771.4018554333,46.8065123,-100.778377
240047,ST LUKES HOSPITAL,915 E 1ST ST,DULUTH,MN,55805,MN - Duluth,2819,,26037.5531372394,9920.088330324,46.7963378,-92.0879267
240002,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,407 E 3RD ST,DULUTH,MN,55805,MN - Duluth,4126,,28980.5753900549,10775.8676422418,46.7934874,-92.095843
240019,ESSENTIA HEALTH DULUTH,502 EAST SECOND STREET,DULUTH,MN,55805,MN - Duluth,523,,15629.5760325,9084.3027435,46.792056,-92.09409
500019,PROVIDENCE CENTRALIA HOSPITAL,914 S SCHEUBER ROAD,CENTRALIA,WA,98531,WA - Olympia,1444,,33406.0909969565,9626.2013533696,46.712654,-122.985042
200018,"AROOSTOOK MEDICAL CENTER,THE",140 ACADEMY ST - PO BOX 151,PRESQUE ISLE,ME,4769,ME - Bangor,614,,23854.6760826087,9393.6763453044,46.6736434,-67.9988512
500012,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,110 SOUTH NINTH AVE,YAKIMA,WA,98902,WA - Yakima,1889,,34213.8614030492,9113.0366148197,46.596435,-120.520054
500036,YAKIMA VALLEY MEMORIAL HOSPITAL,2811 TIETON DRIVE,YAKIMA,WA,98902,WA - Yakima,3417,,20805.1007195185,9388.0488924568,46.593603,-120.54741
270003,ST PETER'S HOSPITAL,2475 BROADWAY,HELENA,MT,59601,MT - Billings,1055,,17735.8991162381,8012.0656282857,46.5829691,-111.9968375
230054,MARQUETTE GENERAL HOSPITAL,420 W MAGNETIC,MARQUETTE,MI,49855,MI - Marquette,2066,,20041.6531231194,11360.008920403,46.5536455,-87.3991188
230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,500 OSBORN BLVD,SAULT SAINTE MA,MI,49783,MI - Petoskey,859,,14439.9503065143,8922.9677338286,46.4313095,-84.2810691
130003,ST JOSEPH REGIONAL MEDICAL CENTER,415 SIXTH STREET,LEWISTON,ID,83501,WA - Spokane,1078,,26535.968137973,11066.3485661622,46.4164964,-117.0249781
500037,TOPPENISH COMMUNITY HOSPITAL,502 W FOURTH AVE,TOPPENISH,WA,98948,WA - Yakima,118,,19009.43138,7673.397170375,46.37074,-120.31663
240075,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,523 NORTH 3RD STREET,BRAINERD,MN,56401,MN - Minneapolis,1682,,15665.3846905094,6962.8774296227,46.361656,-94.205733
500058,KADLEC REGIONAL MEDICAL CENTER,888 SWIFT BLVD,RICHLAND,WA,99352,WA - Spokane,2883,,28905.760771519,9987.8665734557,46.281321,-119.282184
240052,LAKE REGION HEALTHCARE CORPORATION,712 SOUTH CASCADE,FERGUS FALLS,MN,56537,ND - Fargo/Moorhead MN,562,,16639.2709512308,6231.2690879615,46.2771231,-96.0724371
500053,KENNEWICK GENERAL HOSPITAL,900 SOUTH AUBURN STREET,KENNEWICK,WA,99336,WA - Spokane,1180,,23280.765375,7858.896085,46.1991485,-119.1187732
500041,PEACHEALTH ST JOHN MEDICAL CENTER,1615 DELAWARE STREET,LONGVIEW,WA,98632,OR - Portland,1920,,25028.3670632759,9162.3950184138,46.130389,-122.941103
500002,PROVIDENCE ST MARY MEDICAL CENTER,401 W POPLAR ST,WALLA WALLA,WA,99362,WA - Spokane,941,,26196.3282036667,9968.8592571667,46.0634911,-118.3408194
500049,WALLA WALLA GENERAL HOSPITAL,1025 S SECOND AVE,WALLA WALLA,WA,99362,WA - Spokane,240,,24236.7945730769,7246.1731973846,46.0542593,-118.331561
270017,ST JAMES HEALTHCARE,400 S CLARK ST,BUTTE,MT,59701,MT - Missoula,736,,25971.2621091176,10605.5405975588,46.0092387,-112.5461319
520091,HOWARD YOUNG MED CTR,240 MAPLE ST PO BOX 470,WOODRUFF,WI,54568,WI - Marshfield,565,,20440.5199448,9076.64674864,45.8943799,-89.7018964
230055,DICKINSON COUNTY MEMORIAL HOSPITAL,1721 S STEPHENSON AVE,IRON MOUNTAIN,MI,49801,WI - Green Bay,869,,15137.646786275,6212.507347075,45.8094107,-88.0442222
270049,ST VINCENT HEALTHCARE,1233 N 30TH ST,BILLINGS,MT,59107,MT - Billings,2481,,25928.6626300139,10170.4134832222,45.793365,-108.519283
270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,MT - Billings,3069,,22399.920700125,9579.9601928125,45.789687,-108.51449
500150,LEGACY SALMON CREEK MEDICAL CENTER,2211 NE 139TH STREET,VANCOUVER,WA,98686,OR - Portland,1795,,25849.1312547059,8971.4062963333,45.7217607,-122.6449709
270057,BOZEMAN DEACONESS HOSPITAL,915 HIGHLAND BLVD,BOZEMAN,MT,59715,MT - Billings,956,,16014.7899043947,7305.5500947105,45.6699151,-111.0195457
520019,MINISTRY ST MARYS HOSPITAL,2251 NORTH SHORE DR,RHINELANDER,WI,54501,WI - Wausau,599,,24388.3429592,9131.85057608,45.6393247,-89.37481
500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER,400 NE MOTHER JOSEPH PLACE,VANCOUVER,WA,98668,OR - Portland,4532,,37784.3966265217,11365.8561211739,45.6245959,-122.581449
380001,MID-COLUMBIA MEDICAL CENTER,1700 E 19TH STREET,THE DALLES,OR,97015,OR - Portland,322,,16514.5093581333,8961.1995651333,45.5878262,-121.165749
240036,ST CLOUD HOSPITAL,1406 6TH AVE NORTH,SAINT CLOUD,MN,56303,MN - St. Cloud,6673,,31065.5261694949,11670.6857990101,45.5753612,-94.1704062
240020,CAMBRIDGE MEDICAL CENTER,701 SOUTH DELLWOOD,CAMBRIDGE,MN,55008,MN - Minneapolis,612,,23188.1120991667,6601.850135875,45.5666353,-93.2293757
240141,FAIRVIEW NORTHLAND REGIONAL HOSPITAL,911 NORTHLAND DR,PRINCETON,MN,55371,MN - Minneapolis,185,,19622.4481325,8554.244913,45.5575812,-93.586151
380007,LEGACY EMANUEL MEDICAL CENTER,2801 N GANTENBEIN AVENUE,PORTLAND,OR,97227,OR - Portland,781,,41957.535382619,15136.0741338333,45.5436087,-122.6696543
380017,LEGACY GOOD SAMARITAN MEDICAL CENTER,"1015 NW 22ND AVENUE, W121",PORTLAND,OR,97210,OR - Portland,1404,,32500.467995,13142.037774431,45.5302794,-122.6969197
380061,PROVIDENCE PORTLAND MEDICAL CENTER,4805 NE GLISAN STREET,PORTLAND,OR,97213,OR - Portland,2713,,25116.2751187125,10879.3207786,45.5265883,-122.6136005
380021,TUALITY COMMUNITY HOSPITAL,335 SE 8TH AVENUE,HILLSBORO,OR,97123,OR - Portland,506,,25840.1382812,8269.18847136,45.519388,-122.978213
380025,LEGACY MOUNT HOOD MEDICAL CENTER,24800 SE STARK STREET,GRESHAM,OR,97030,OR - Portland,611,,22884.0455703333,7574.8311941333,45.5180487,-122.4073107
380060,ADVENTIST MEDICAL CENTER,10123 SE MARKET STREET,PORTLAND,OR,97216,OR - Portland,1250,,24869.3580256818,9720.0355140227,45.5128767,-122.5563025
380004,PROVIDENCE ST VINCENT MEDICAL CENTER,9205 SW BARNES ROAD,PORTLAND,OR,97225,OR - Portland,3653,,24418.7307143953,10593.1773846977,45.5088752,-122.770531
520011,LAKEVIEW MED CENTER,1700 WEST STOUT STREET,RICE LAKE,WI,54868,WI - Marshfield,602,,12323.674983,6575.2115505714,45.5068032,-91.7600072
380009,OHSU HOSPITAL AND CLINICS,3181 SW SAM JACKSON PARK ROAD,PORTLAND,OR,97223,OR - Portland,2293,,32572.8958901304,15473.6124308261,45.4996532,-122.6853562
430092,DAKOTA PLAINS SURGICAL CENTER LLP,701 8TH AVENUE NW SUITE C,ABERDEEN,SD,57401,SD - Sioux Falls,179,,45275.28278,16610.622155,45.4739006,-98.4977833
430014,AVERA ST LUKES,305 S STATE ST,ABERDEEN,SD,57401,SD - Sioux Falls,1527,,22887.4683661321,9098.8903609811,45.4614129,-98.4792892
380082,PROVIDENCE MILWAUKIE HOSPITAL,10150 SE 32ND AVENUE,MILWAUKIE,OR,97222,OR - Portland,341,,14753.8194108333,8517.2578301667,45.4489575,-122.6297174
380091,KAISER SUNNYSIDE MEDICAL CENTER,10180 SE SUNNYSIDE ROAD,CLACKAMAS,OR,97015,OR - Portland,170,,13499.281057125,9087.02678225,45.430609,-122.562017
380089,LEGACY MERIDIAN PARK MEDICAL CENTER,19300 SW 65TH AVENUE,TUALATIN,OR,97062,OR - Portland,1440,,24583.2717225455,8767.4242554364,45.3784676,-122.7429914
230105,NORTHERN MICHIGAN REGIONAL HOSPITAL,416 CONNABLE AVE,PETOSKEY,MI,49770,MI - Petoskey,2559,,21512.9255426234,9741.1698724546,45.3745204,-84.9687167
380038,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,1500 DIVISION STREET,OREGON CITY,OR,97045,OR - Portland,284,,17588.7415552857,7819.9009256429,45.35635,-122.58647
240050,FAIRVIEW LAKES  HEALTH SERVICES,5200 FAIRVIEW BOULEVARD,WYOMING,MN,55092,MN - Minneapolis,674,,20004.7258928571,6893.3773413214,45.321382,-93.000677
380037,PROVIDENCE NEWBERG MEDICAL CENTER,1001 PROVIDENCE DRIVE,NEWBERG,OR,97132,OR - Portland,192,,15565.8578031,7781.529568,45.31017,-122.934374
380071,WILLAMETTE VALLEY MEDICAL CENTER,2700 SE STRATUS AVE.,MCMINNVILLE,OR,97128,OR - Portland,768,,32155.4389959375,9573.379875125,45.1989738,-123.1648171
240076,BUFFALO HOSPITAL,303 CATLIN ST,BUFFALO,MN,55313,MN - Minneapolis,401,,17312.8589992105,6549.0240628947,45.1932451,-93.8713571
240115,MERCY HOSPITAL,4050 COON RAPIDS BLVD,COON RAPIDS,MN,55433,MN - Minneapolis,4535,,36252.0294878022,9727.1433164396,45.183549,-93.367889
240214,MAPLE GROVE HOSPITAL,9875 HOSPITAL DRIVE,MAPLE GROVE,MN,55369,MN - Minneapolis,336,,22855.6284021053,7923.3326665263,45.1329383,-93.4792176
240088,RICE MEMORIAL HOSPITAL,301 BECKER AVE SW,WILLMAR,MN,56201,MN - Minneapolis,638,,15788.5893318077,8080.8689364615,45.1204892,-95.0463694
240132,UNITY HOSPITAL,550 OSBORNE ROAD,FRIDLEY,MN,55432,MN - Minneapolis,2251,,32169.5768554545,7953.6288000303,45.1079073,-93.2568477
230036,ALPENA REGIONAL MEDICAL CENTER,1501 W CHISHOLM ST,ALPENA,MI,49707,MI - Saginaw,1537,,23857.0778373654,9301.9259558462,45.0776676,-83.4515817
520113,BAY AREA MED CTR,3100 SHORE DR,MARINETTE,WI,54143,WI - Green Bay,1658,,19927.7310610714,6855.9063570893,45.0712766,-87.6193346
240066,LAKEVIEW MEMORIAL HOSPITAL,927 WEST CHURCHILL STREET,STILLWATER,MN,55082,MN - St. Paul,774,,18217.291908,8018.3153527059,45.047856,-92.818465
230133,OTSEGO MEMORIAL HOSPITAL,825 N CENTER AVE,GAYLORD,MI,49735,MI - Petoskey,363,,16165.5789322857,9172.3245852143,45.0358892,-84.6739258
240210,HEALTHEAST ST JOHN'S HOSPITAL,1575 BEAM AVENUE,MAPLEWOOD,MN,55109,MN - St. Paul,2678,,25886.8930332,8473.6364766933,45.0281445,-93.034075
240001,NORTH MEMORIAL MEDICAL CENTER,3300 OAKDALE NORTH,ROBBINSDALE,MN,55422,MN - Minneapolis,4698,,38312.6080092632,10008.6083273895,45.013878,-93.322145
380029,SILVERTON HOSPITAL,342 FAIRVIEW STREET,SILVERTON,OR,97381,OR - Portland,116,,18817.259712,8959.2875,45.0046791,-122.7905472
240004,HENNEPIN COUNTY MEDICAL CENTER,701 PARK AVENUE,MINNEAPOLIS,MN,55415,MN - Minneapolis,2249,,32567.5587657353,17616.5548088971,44.972097,-93.262404
520030,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,54401,WI - Wausau,3004,,26378.8536267294,9426.2342807294,44.968128,-89.668004
240080,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",2450 RIVERSIDE AVENUE,MINNEAPOLIS,MN,55454,MN - Minneapolis,2928,,51839.2481554545,17650.5895975455,44.9658163,-93.2367043
240106,REGIONS HOSPITAL,640 JACKSON STREET,SAINT PAUL,MN,55101,MN - St. Paul,5334,,34948.923242,12744.6367203474,44.955699,-93.094289
240057,ABBOTT NORTHWESTERN HOSPITAL,800 EAST 28TH STREET,MINNEAPOLIS,MN,55407,MN - Minneapolis,7481,,45915.9988517526,10904.5710186083,44.9524789,-93.2619612
520017,ST JOSEPHS HSPTL,2661 CTY HWY I,CHIPPEWA FALLS,WI,54729,WI - Marshfield,373,,18678.0698166471,7756.4682574118,44.951646,-91.3596964
240063,ST JOSEPH'S HOSPITAL,45 WEST 10TH STREET,SAINT PAUL,MN,55102,MN - St. Paul,2903,,32343.2380662963,9884.8369667531,44.949143,-93.0999639
240038,UNITED HOSPITAL,333 NORTH SMITH,SAINT PAUL,MN,55102,MN - St. Paul,4756,,41330.5210475269,10513.4812842903,44.9414224,-93.1091052
330223,MASSENA MEMORIAL HOSPITAL,1 HOSPITAL DRIVE,MASSENA,NY,13662,VT - Burlington,666,,10928.0367044615,6654.1979427692,44.9357878,-74.9073622
380051,SALEM HOSPITAL,"890 OAK STREET, SE",SALEM,OR,97301,OR - Salem,3067,,25741.4110209876,10376.5258700123,44.932674,-123.034183
240053,PARK NICOLLET METHODIST HOSPITAL,6500 EXCELSIOR BLVD,SAINT LOUIS PAR,MN,55426,MN - Minneapolis,5518,,18437.7145805591,9506.5523683764,44.930311,-93.362757
240213,HEALTHEAST WOODWINDS HOSPITAL,1925 WOODWINDS DRIVE,WOODBURY,MN,55125,MN - St. Paul,1210,,23545.357677,7580.682802975,44.9220395,-92.9761581
430005,PRAIRIE LAKES HOSPITAL,401 9TH AVENUE NW  PO BOX 1210,WATERTOWN,SD,57201,SD - Sioux Falls,1028,,14932.691069,7483.3501410526,44.9111282,-97.1206301
520202,ST CLARE'S HOSPITAL OF WESTON INC,3400 MINISTRY PARKWAY,WESTON,WI,54476,WI - Wausau,897,,18125.5701557273,8139.0115109394,44.89045,-89.5800579
240078,FAIRVIEW SOUTHDALE HOSPITAL,6401 FRANCE AVENUE SOUTH,EDINA,MN,55435,MN - Minneapolis,3979,,32198.9027609091,9771.6186965,44.8866147,-93.3261578
240187,HUTCHINSON AREA HEALTH CARE,1095 HIGHWAY 15 SOUTH,HUTCHINSON,MN,55350,MN - Minneapolis,330,,18939.8524312667,9136.6140906,44.8752201,-94.3755388
330084,ALICE HYDE MEDICAL CENTER,133 PARK STREET,MALONE,NY,12953,VT - Burlington,756,,9620.7188483333,6163.6282575333,44.8568535,-74.2919856
240056,RIDGEVIEW MEDICAL CENTER,500 SOUTH MAPLE STREET,WACONIA,MN,55387,MN - Minneapolis,1083,,18962.4091883659,7639.8792116098,44.842974,-93.793325
